,zip_code
15223.0,236
18014.0,236
6798.0,236
16438.0,236
3753.0,236
22406.0,236
19079.0,236
2921.0,236
16933.0,236
21204.0,235
10594.0,235
8004.0,235
22213.0,235
10128.0,234
14009.0,234
7086.0,234
18403.0,234
11023.0,234
14223.0,234
6085.0,234
16407.0,234
1907.0,233
16828.0,233
10460.0,233
1475.0,232
19609.0,232
19116.0,232
21048.0,232
2771.0,232
11222.0,231
17313.0,231
12775.0,231
1035.0,231
13340.0,231
10456.0,230
5751.0,230
11726.0,230
12443.0,230
20818.0,230
14208.0,230
15676.0,230
3842.0,230
2817.0,230
8106.0,229
1702.0,229
7446.0,229
13317.0,229
14031.0,229
13069.0,228
6357.0,228
19129.0,228
17981.0,228
2035.0,228
15042.0,228
14301.0,227
12167.0,227
21638.0,227
6447.0,227
21084.0,227
14779.0,226
3755.0,226
16059.0,226
18042.0,226
10522.0,225
15943.0,225
18704.0,225
13676.0,225
21163.0,224
13309.0,224
25411.0,224
2633.0,224
11542.0,223
12404.0,223
13057.0,223
1237.0,223
18055.0,223
2129.0,222
16666.0,222
8859.0,222
6268.0,222
12197.0,222
19405.0,222
729.0,222
4074.0,221
16640.0,221
2917.0,221
17547.0,221
1775.0,221
14882.0,221
10033.0,221
12075.0,220
1938.0,220
14216.0,220
26070.0,220
2813.0,220
10707.0,220
6518.0,220
21226.0,219
5733.0,219
4005.0,219
1118.0,219
7063.0,218
10604.0,218
2461.0,218
6035.0,218
4072.0,218
5743.0,218
20861.0,217
3570.0,217
12037.0,217
8505.0,217
26554.0,217
6850.0,216
6759.0,216
20121.0,216
16652.0,215
11778.0,215
10595.0,215
17067.0,215
12814.0,215
7661.0,214
4457.0,214
21793.0,214
7630.0,214
6488.0,213
2492.0,213
14305.0,213
19539.0,213
8629.0,213
4090.0,213
2043.0,213
5356.0,212
10458.0,212
21550.0,212
17314.0,212
10925.0,212
1432.0,212
2571.0,212
18088.0,212
14219.0,212
6067.0,212
6330.0,212
13339.0,211
12778.0,211
20136.0,211
12305.0,211
17322.0,211
8852.0,211
12481.0,211
8031.0,211
12540.0,210
17777.0,210
14530.0,210
3451.0,210
12870.0,210
15458.0,209
19118.0,209
6854.0,209
8066.0,209
17360.0,209
20124.0,209
12721.0,209
4011.0,208
19025.0,208
8735.0,208
7062.0,208
7836.0,208
6401.0,208
6779.0,208
12885.0,208
11754.0,208
43952.0,207
19078.0,207
14059.0,207
13856.0,207
11764.0,207
7041.0,207
1952.0,206
8221.0,206
3253.0,206
7931.0,206
10920.0,206
19344.0,206
8203.0,206
16063.0,206
3816.0,206
11976.0,206
7001.0,206
21713.0,206
3867.0,205
18224.0,205
5401.0,205
17578.0,205
4064.0,205
15324.0,204
18041.0,204
1151.0,204
5739.0,204
18801.0,204
13211.0,204
6057.0,204
17063.0,204
3848.0,204
1364.0,204
8406.0,204
17579.0,203
13148.0,203
19475.0,203
11762.0,203
17970.0,203
11953.0,203
18433.0,203
1757.0,203
2719.0,203
8502.0,203
19533.0,203
13357.0,203
921.0,203
11777.0,203
3071.0,202
19444.0,202
1520.0,202
7082.0,202
12444.0,202
6370.0,202
11020.0,202
2648.0,202
13409.0,202
7733.0,202
44420.0,202
8889.0,202
6063.0,202
7724.0,201
4345.0,201
3244.0,201
7204.0,201
1001.0,200
4862.0,200
14141.0,200
3106.0,200
6756.0,200
6249.0,200
2110.0,200
14870.0,200
6762.0,199
14871.0,199
10532.0,199
17233.0,199
18229.0,199
4210.0,199
14414.0,199
17113.0,199
12789.0,199
7936.0,199
20685.0,198
2720.0,198
16121.0,198
22539.0,198
12455.0,198
1915.0,197
25403.0,197
13730.0,197
6484.0,197
10470.0,197
13778.0,197
7605.0,196
3102.0,196
14623.0,196
18332.0,196
12887.0,196
7876.0,195
12776.0,195
15222.0,195
15531.0,195
11790.0,195
22601.0,195
16630.0,195
7730.0,195
1754.0,194
1005.0,194
8068.0,194
11553.0,194
26726.0,193
1609.0,193
13849.0,193
3060.0,193
7092.0,193
1887.0,193
25405.0,193
11771.0,193
1772.0,193
8009.0,193
3773.0,193
8721.0,192
7066.0,192
22655.0,192
1904.0,192
11782.0,192
6807.0,192
2081.0,192
21104.0,192
4055.0,192
2324.0,191
14070.0,191
21202.0,191
20736.0,191
15522.0,191
14487.0,190
6379.0,190
6250.0,190
18612.0,190
15675.0,190
731.0,190
18510.0,190
6479.0,190
18414.0,189
8048.0,189
11558.0,189
1524.0,189
14212.0,189
16033.0,189
8551.0,189
16057.0,189
16947.0,188
14456.0,188
8837.0,188
8071.0,188
10468.0,188
18054.0,188
14228.0,188
10472.0,188
21013.0,188
7033.0,188
20837.0,187
7004.0,187
1060.0,187
4347.0,187
1223.0,187
10520.0,187
20841.0,187
13367.0,187
1253.0,187
17340.0,187
21788.0,186
15323.0,186
16858.0,186
8609.0,186
5495.0,186
8002.0,186
21210.0,186
18040.0,186
19567.0,186
1468.0,186
12470.0,186
17814.0,185
10464.0,185
14001.0,185
19565.0,185
21120.0,185
21219.0,185
19543.0,184
1835.0,184
8833.0,184
1876.0,184
14615.0,184
5602.0,184
1590.0,184
17003.0,184
8512.0,183
985.0,183
8105.0,183
14051.0,183
7423.0,183
6092.0,183
7046.0,183
18372.0,183
2642.0,183
18419.0,183
4937.0,183
1235.0,183
7932.0,182
10984.0,182
15622.0,182
19081.0,182
22027.0,182
14891.0,182
12466.0,182
12149.0,182
15681.0,182
3603.0,182
43964.0,182
16901.0,181
2828.0,181
12525.0,181
17963.0,181
12431.0,181
11104.0,181
20754.0,181
8201.0,181
16950.0,181
25443.0,180
18080.0,180
21619.0,180
18074.0,180
907.0,180
21770.0,180
11693.0,180
7403.0,180
17959.0,180
21035.0,180
791.0,180
12472.0,180
11978.0,180
20190.0,179
12516.0,179
21074.0,179
8880.0,179
16441.0,178
18707.0,178
8225.0,178
21903.0,178
14605.0,178
2814.0,178
10970.0,178
3249.0,178
6804.0,178
8077.0,178
16242.0,178
7722.0,177
12564.0,177
15772.0,177
19020.0,177
21904.0,177
8270.0,177
11949.0,177
21152.0,177
5101.0,176
12122.0,176
14624.0,176
18034.0,176
2537.0,175
14011.0,175
18925.0,175
7852.0,175
19540.0,175
8051.0,175
6480.0,174
13425.0,174
3909.0,174
7981.0,174
1879.0,174
3222.0,174
5478.0,174
7803.0,174
15468.0,174
14080.0,174
16511.0,174
21797.0,173
12440.0,173
8059.0,173
7648.0,173
19310.0,173
19070.0,173
12076.0,173
17751.0,173
6418.0,172
5059.0,172
18344.0,172
7645.0,172
21817.0,172
19956.0,172
11565.0,172
12053.0,172
11507.0,172
10003.0,172
11971.0,171
10511.0,171
13077.0,171
6060.0,171
3608.0,171
2171.0,171
12463.0,170
7022.0,170
18624.0,170
4254.0,170
6105.0,170
15436.0,170
2122.0,169
11238.0,169
8052.0,169
5764.0,169
1721.0,169
18045.0,169
13214.0,169
12196.0,169
19947.0,168
6784.0,168
924.0,168
1585.0,168
10017.0,168
2460.0,168
12827.0,168
18518.0,167
22911.0,167
20180.0,167
1862.0,167
10536.0,167
2126.0,167
7640.0,167
12148.0,167
16137.0,167
7676.0,167
10025.0,167
20714.0,167
6384.0,167
14072.0,167
8202.0,167
2482.0,167
14425.0,167
15338.0,166
16505.0,166
19933.0,166
14437.0,166
16735.0,166
14883.0,166
4609.0,166
11952.0,166
22401.0,166
18444.0,165
8620.0,165
8810.0,165
1949.0,165
7830.0,165
12484.0,165
6359.0,165
5250.0,164
21660.0,164
8344.0,164
685.0,164
6605.0,164
10803.0,164
11224.0,164
7457.0,164
10601.0,164
10547.0,164
2554.0,163
2655.0,163
7760.0,163
15357.0,163
21663.0,163
6335.0,163
15639.0,163
6611.0,163
17756.0,163
1969.0,163
17109.0,163
1851.0,163
15428.0,163
12974.0,163
14304.0,163
11204.0,163
18078.0,163
14145.0,162
1240.0,162
10023.0,162
12468.0,162
15148.0,162
12474.0,162
8034.0,162
7030.0,162
19951.0,162
20151.0,162
20711.0,162
2832.0,162
3301.0,161
12720.0,161
3109.0,161
13439.0,161
19053.0,161
20186.0,161
44405.0,161
1913.0,161
2019.0,161
4276.0,161
4364.0,161
6525.0,161
20777.0,161
17538.0,161
12944.0,160
12809.0,160
674.0,160
20664.0,160
16254.0,160
6110.0,160
4062.0,160
15851.0,160
1905.0,160
21750.0,159
21830.0,159
8067.0,159
16915.0,159
7828.0,159
13350.0,159
15486.0,159
11713.0,159
5255.0,159
15834.0,159
1473.0,159
21673.0,158
13165.0,158
15083.0,158
12409.0,158
2451.0,158
15724.0,158
4578.0,158
920.0,157
16415.0,157
14737.0,157
7826.0,157
19034.0,157
1267.0,157
10040.0,156
7014.0,156
1607.0,156
2025.0,156
983.0,156
17842.0,156
12763.0,156
7946.0,156
6278.0,155
14201.0,155
3462.0,155
3077.0,155
6378.0,155
6787.0,155
14586.0,155
4444.0,155
3748.0,155
6615.0,155
21154.0,155
2777.0,154
5753.0,154
8090.0,154
736.0,154
10021.0,154
21853.0,154
20733.0,154
20109.0,154
6423.0,154
6441.0,154
19085.0,154
18405.0,154
20024.0,153
15759.0,153
19504.0,153
19004.0,153
6610.0,153
12547.0,153
12183.0,153
14057.0,152
17834.0,152
1945.0,152
6277.0,152
1864.0,152
14712.0,152
13478.0,152
10013.0,152
16056.0,152
8829.0,152
3894.0,152
6475.0,152
979.0,152
19950.0,152
21017.0,151
1507.0,151
19706.0,151
7825.0,151
17032.0,151
8035.0,151
21783.0,151
20860.0,151
784.0,150
3785.0,150
14527.0,150
18071.0,150
3470.0,150
13743.0,150
11788.0,150
25401.0,150
10010.0,150
7762.0,150
14214.0,150
26041.0,150
22664.0,149
1746.0,149
21842.0,149
2657.0,149
26060.0,149
7034.0,149
3225.0,149
15322.0,149
15631.0,149
7432.0,149
19510.0,149
6470.0,149
1923.0,149
26047.0,149
14840.0,149
777.0,148
14209.0,148
4976.0,148
4412.0,148
3086.0,148
21773.0,148
18458.0,148
17509.0,148
44408.0,148
745.0,148
2113.0,148
14719.0,148
44446.0,148
11742.0,148
16316.0,148
2842.0,148
4416.0,147
3235.0,147
18346.0,147
3234.0,147
6907.0,147
3053.0,147
14510.0,147
1073.0,146
12928.0,146
15665.0,146
16827.0,146
13108.0,146
13865.0,146
8349.0,146
2452.0,145
14222.0,145
5060.0,145
4073.0,145
13308.0,145
5261.0,145
4358.0,145
14543.0,145
927.0,145
17366.0,145
16346.0,144
19074.0,144
6413.0,144
17370.0,144
4009.0,144
2375.0,144
2109.0,144
14514.0,144
3809.0,144
18517.0,143
21658.0,143
2903.0,143
17980.0,143
14085.0,143
3784.0,143
2341.0,143
20675.0,143
17560.0,142
10709.0,142
2180.0,142
15431.0,142
3818.0,142
21755.0,142
7058.0,142
7465.0,142
20623.0,142
2739.0,142
2767.0,142
10553.0,141
13159.0,141
14572.0,141
11568.0,141
12124.0,141
2863.0,141
783.0,141
17527.0,141
44509.0,141
16635.0,141
5089.0,141
14111.0,141
17501.0,141
16841.0,140
19506.0,140
13617.0,140
18447.0,140
1921.0,140
8886.0,140
12056.0,140
3275.0,140
17252.0,140
12570.0,140
11755.0,140
13480.0,140
13637.0,139
19032.0,139
17301.0,139
14727.0,139
8223.0,139
14454.0,139
19975.0,139
19547.0,139
1069.0,139
730.0,139
18810.0,139
7863.0,139
21875.0,138
1225.0,138
1854.0,138
3849.0,138
11596.0,138
26753.0,138
19047.0,138
10577.0,138
2916.0,138
44436.0,138
10027.0,138
18635.0,138
18415.0,138
18640.0,138
17051.0,138
11219.0,138
8312.0,138
11933.0,138
18947.0,138
16912.0,137
21754.0,137
12871.0,137
15629.0,137
18064.0,137
4468.0,137
5491.0,136
16749.0,136
5777.0,136
5860.0,136
641.0,136
11944.0,136
6468.0,136
1564.0,136
21111.0,135
22209.0,135
2141.0,135
14103.0,135
13811.0,135
11753.0,135
2108.0,135
4915.0,135
11559.0,134
11206.0,134
14136.0,134
11415.0,134
4281.0,134
3264.0,134
2874.0,134
3741.0,134
16259.0,134
15944.0,134
12582.0,134
10507.0,134
8036.0,134
10019.0,134
3280.0,133
3054.0,133
5340.0,133
16833.0,133
14526.0,133
19103.0,133
10031.0,133
14423.0,133
10007.0,133
3461.0,133
21632.0,133
10560.0,132
4294.0,132
7827.0,132
6483.0,132
21787.0,132
2356.0,132
14610.0,132
16881.0,132
16159.0,132
19012.0,132
17350.0,132
15541.0,132
3215.0,132
7440.0,132
12430.0,132
8559.0,132
7072.0,132
6255.0,132
5663.0,132
3872.0,132
14482.0,131
6825.0,131
13775.0,131
19035.0,131
19333.0,131
13491.0,131
15673.0,131
11964.0,131
17316.0,131
5033.0,131
12067.0,131
7102.0,130
4102.0,130
4084.0,130
8083.0,130
1588.0,130
6426.0,130
18240.0,130
15956.0,130
2639.0,130
12025.0,130
18470.0,130
12469.0,130
17740.0,130
3303.0,130
12424.0,130
21623.0,130
14513.0,130
20106.0,130
22553.0,130
6241.0,130
14303.0,129
14042.0,129
961.0,129
8056.0,129
11792.0,129
10475.0,129
15865.0,129
16150.0,128
16922.0,128
11721.0,128
14618.0,128
1516.0,128
11730.0,128
17053.0,128
11797.0,128
12748.0,128
17347.0,128
17345.0,127
17368.0,127
1612.0,127
15935.0,127
12140.0,127
13731.0,127
3064.0,127
2030.0,127
7739.0,127
3452.0,127
12779.0,127
18614.0,127
11516.0,127
6365.0,127
2333.0,127
19945.0,127
3223.0,127
1238.0,127
17102.0,127
21102.0,127
13490.0,126
14620.0,126
15442.0,126
18072.0,126
5855.0,126
17019.0,126
3825.0,126
12786.0,126
8827.0,126
4556.0,126
2347.0,126
16875.0,126
18915.0,125
22469.0,125
2170.0,125
13803.0,125
5468.0,125
16248.0,125
2052.0,125
7823.0,125
15655.0,125
2830.0,124
7927.0,124
19031.0,124
1748.0,124
15533.0,124
21036.0,124
1532.0,124
25438.0,124
3257.0,124
12993.0,124
19095.0,123
8086.0,123
3841.0,123
14607.0,123
659.0,123
15035.0,123
2726.0,123
21034.0,123
11769.0,123
965.0,123
13030.0,123
7976.0,122
6791.0,122
8326.0,122
6801.0,122
19343.0,122
8501.0,122
16314.0,122
3878.0,122
16641.0,122
18232.0,122
19022.0,122
43935.0,122
13830.0,122
3261.0,121
17349.0,121
22172.0,121
18464.0,121
7850.0,121
17070.0,121
2140.0,121
17018.0,121
12480.0,121
12093.0,121
22824.0,121
20166.0,121
4605.0,121
12956.0,121
17724.0,121
12546.0,120
4930.0,120
12473.0,120
22546.0,120
6420.0,120
719.0,120
13833.0,120
12027.0,120
15475.0,120
26037.0,120
2675.0,120
2559.0,120
3865.0,119
10006.0,119
3602.0,119
14468.0,119
19555.0,119
11977.0,119
17983.0,119
8010.0,119
13456.0,119
2568.0,119
14533.0,119
4841.0,118
17889.0,118
14733.0,118
13166.0,118
20158.0,118
12962.0,118
10502.0,118
1505.0,118
22657.0,117
14612.0,117
5822.0,117
17020.0,117
20751.0,117
17529.0,117
13461.0,117
2066.0,117
5443.0,117
2724.0,117
22060.0,117
15747.0,117
44413.0,117
1370.0,117
10606.0,117
795.0,117
15627.0,117
19041.0,117
21678.0,117
1226.0,117
16743.0,117
10016.0,117
14787.0,116
2892.0,116
15321.0,116
2668.0,116
10983.0,116
19970.0,116
2638.0,116
8722.0,116
15722.0,116
10454.0,115
7764.0,115
13318.0,115
4730.0,115
6478.0,115
6482.0,115
2189.0,115
3254.0,115
1504.0,115
11960.0,115
12521.0,115
17059.0,115
14032.0,115
19076.0,114
11740.0,114
22603.0,114
15026.0,114
13140.0,114
8536.0,114
13825.0,114
2458.0,114
17569.0,114
17554.0,114
7738.0,114
17061.0,113
2351.0,113
12168.0,113
19029.0,113
1463.0,113
8247.0,113
13407.0,113
1540.0,113
6853.0,113
21918.0,113
12833.0,113
14025.0,113
26034.0,113
2825.0,113
3907.0,113
17319.0,113
19611.0,112
8801.0,112
12514.0,112
19930.0,112
3285.0,112
17255.0,112
18507.0,112
18853.0,112
21851.0,112
1569.0,112
3458.0,112
44432.0,112
21561.0,112
18214.0,112
17881.0,112
13029.0,112
1430.0,112
18472.0,111
698.0,111
12578.0,111
20115.0,111
18643.0,111
12543.0,111
15312.0,111
6419.0,111
6471.0,111
6380.0,111
19007.0,111
21057.0,111
8867.0,111
18446.0,111
913.0,111
15618.0,111
1450.0,110
7020.0,110
18705.0,110
6896.0,110
12996.0,110
4049.0,110
727.0,110
14411.0,110
6469.0,110
18011.0,110
8628.0,110
18250.0,110
13365.0,110
2093.0,110
16646.0,110
18833.0,109
18106.0,109
21643.0,109
15427.0,109
15954.0,109
12563.0,109
4462.0,109
15961.0,109
6018.0,109
10974.0,109
17572.0,109
2538.0,109
13812.0,109
16878.0,109
2631.0,109
6515.0,109
901.0,109
10706.0,109
16946.0,109
22835.0,108
10998.0,108
1566.0,108
21668.0,108
10576.0,108
2645.0,108
21531.0,108
1536.0,108
10928.0,108
7857.0,108
4106.0,108
982.0,108
12865.0,108
13438.0,108
16625.0,108
7023.0,108
1057.0,108
6604.0,107
2190.0,107
10032.0,107
18706.0,107
4863.0,107
7716.0,107
8758.0,107
19940.0,107
15325.0,107
1373.0,107
12972.0,107
8020.0,107
12486.0,107
3037.0,107
4861.0,107
12058.0,107
2556.0,107
15358.0,107
7641.0,106
13755.0,106
8230.0,106
1351.0,106
12116.0,106
12136.0,106
21826.0,106
1527.0,106
8515.0,106
623.0,106
4038.0,106
15725.0,106
3276.0,106
15059.0,105
14777.0,105
11940.0,105
1951.0,105
6089.0,105
3824.0,105
18954.0,105
12523.0,105
5152.0,105
16428.0,105
15410.0,105
1340.0,105
7418.0,105
2061.0,105
21562.0,105
18255.0,104
15368.0,104
14170.0,104
8804.0,104
6088.0,104
5452.0,104
18101.0,104
4015.0,104
5251.0,104
3774.0,104
6422.0,104
16503.0,104
12458.0,104
15055.0,104
17004.0,104
12166.0,103
11934.0,103
5151.0,103
6377.0,103
13750.0,103
13733.0,103
8525.0,103
8533.0,103
3870.0,103
14755.0,103
8738.0,103
10963.0,103
4083.0,103
4096.0,103
4039.0,103
1510.0,102
13424.0,102
17038.0,102
25430.0,102
4660.0,102
7420.0,102
12062.0,102
17048.0,102
13403.0,102
14590.0,102
669.0,102
12986.0,102
19529.0,102
1010.0,101
19960.0,101
21651.0,101
2338.0,101
18237.0,101
4061.0,101
11716.0,101
13417.0,101
2738.0,101
10994.0,101
3242.0,101
1518.0,101
3255.0,101
12429.0,101
1376.0,101
22724.0,101
8730.0,101
14467.0,101
6906.0,101
14445.0,101
20117.0,100
3836.0,100
778.0,100
16507.0,100
602.0,100
14739.0,100
11751.0,100
21722.0,100
22727.0,100
13332.0,100
962.0,100
682.0,100
13040.0,100
16403.0,100
17702.0,100
8089.0,100
21871.0,100
13328.0,100
18091.0,100
738.0,99
17307.0,99
18438.0,99
11109.0,99
3885.0,99
2766.0,99
8063.0,99
18651.0,99
13796.0,99
25413.0,99
12087.0,99
11705.0,99
11804.0,99
4076.0,99
12157.0,99
5843.0,99
15554.0,99
13042.0,99
12565.0,99
8343.0,98
15936.0,98
6455.0,98
14616.0,98
16053.0,98
2744.0,98
6073.0,98
15611.0,98
13142.0,98
5153.0,98
3903.0,98
12060.0,97
2050.0,97
12577.0,97
1129.0,97
13068.0,97
6477.0,97
17532.0,97
8869.0,97
21654.0,97
18661.0,97
22125.0,97
21631.0,97
15692.0,97
757.0,97
1930.0,97
13135.0,97
5446.0,96
2379.0,96
20688.0,96
5657.0,96
1843.0,96
1719.0,96
18325.0,96
19066.0,96
12737.0,96
10548.0,96
15363.0,96
21087.0,96
17062.0,96
4970.0,96
4537.0,96
6247.0,96
15615.0,95
18834.0,95
2210.0,95
1568.0,95
8826.0,95
4344.0,95
6282.0,95
12029.0,95
5829.0,95
43968.0,95
13668.0,95
12960.0,95
8750.0,95
802.0,95
13118.0,95
5476.0,95
21738.0,94
6375.0,94
13625.0,94
13838.0,94
14823.0,94
13667.0,94
4037.0,94
13316.0,94
3440.0,94
15715.0,94
4257.0,94
10012.0,94
17772.0,94
15637.0,94
915.0,94
1096.0,94
16051.0,93
16661.0,93
17264.0,93
17555.0,93
6069.0,93
6878.0,93
22611.0,93
14559.0,93
16049.0,93
7068.0,93
12726.0,93
13120.0,93
18249.0,93
5679.0,93
14550.0,93
17562.0,93
22542.0,93
3448.0,93
12837.0,93
15557.0,93
12740.0,93
4742.0,92
11932.0,92
3819.0,92
1036.0,92
12434.0,92
2721.0,92
12723.0,92
12783.0,92
14092.0,92
10986.0,92
15938.0,92
13646.0,92
6783.0,92
6461.0,92
12151.0,92
2343.0,92
13411.0,92
987.0,92
12155.0,92
3446.0,92
17930.0,91
14738.0,91
44504.0,91
6043.0,91
5488.0,91
2576.0,91
11789.0,91
21140.0,91
13132.0,91
17066.0,91
8802.0,91
1521.0,91
4224.0,91
12941.0,91
12450.0,91
3777.0,91
5350.0,91
17302.0,90
2339.0,90
15067.0,90
15687.0,90
21915.0,90
3049.0,90
11237.0,90
1982.0,90
3813.0,90
17853.0,90
6870.0,90
754.0,90
4654.0,89
19075.0,89
12567.0,89
17241.0,89
16678.0,89
15142.0,89
3070.0,89
14706.0,89
18623.0,89
16041.0,89
19520.0,89
3576.0,89
15046.0,88
20645.0,88
14806.0,88
16923.0,88
4938.0,88
13607.0,88
10913.0,88
17339.0,88
603.0,88
1560.0,88
21821.0,88
13167.0,88
705.0,88
3830.0,88
15047.0,88
2804.0,88
4548.0,88
17090.0,88
12134.0,87
15052.0,87
12432.0,87
12072.0,87
4756.0,87
687.0,87
8848.0,87
19474.0,87
26525.0,87
4348.0,87
17929.0,87
11959.0,87
18618.0,87
1266.0,87
4627.0,87
3048.0,87
2745.0,87
15921.0,87
17754.0,87
7933.0,87
12732.0,87
14818.0,87
14622.0,86
10030.0,86
3033.0,86
2831.0,86
1464.0,86
12851.0,86
4947.0,86
12780.0,86
14125.0,86
19946.0,86
16748.0,86
20677.0,86
11786.0,86
13807.0,86
43953.0,85
1460.0,85
2770.0,85
13073.0,85
13808.0,85
1983.0,85
16417.0,85
21201.0,85
13054.0,85
14803.0,85
4769.0,85
11560.0,85
5767.0,85
17519.0,85
16249.0,84
6093.0,84
16023.0,84
17045.0,84
26541.0,84
771.0,84
14098.0,84
15350.0,84
638.0,84
13862.0,84
14865.0,84
5758.0,84
1850.0,84
18032.0,84
8311.0,84
8029.0,84
20674.0,84
2838.0,84
12175.0,84
6280.0,84
4350.0,84
14717.0,83
728.0,83
18031.0,83
7727.0,83
18850.0,83
2835.0,83
11509.0,83
18092.0,83
13748.0,83
11579.0,83
25428.0,83
8554.0,83
13691.0,83
7921.0,83
3904.0,83
10451.0,83
8752.0,82
13477.0,82
19055.0,82
12464.0,82
6763.0,82
8562.0,82
19968.0,82
3839.0,82
17009.0,82
21524.0,82
16877.0,82
703.0,82
5035.0,82
6412.0,82
18069.0,82
19971.0,82
20617.0,82
8560.0,82
8514.0,82
7832.0,82
1262.0,82
2723.0,82
4046.0,82
2670.0,82
21639.0,82
18634.0,81
5674.0,81
17068.0,81
1543.0,81
22712.0,81
4849.0,81
16232.0,81
17073.0,81
2364.0,81
18354.0,81
7980.0,81
16928.0,81
2330.0,81
14489.0,81
2717.0,81
2053.0,81
1583.0,81
17064.0,81
4040.0,81
17953.0,81
5765.0,80
3782.0,80
1431.0,80
1506.0,80
12193.0,80
17026.0,80
3814.0,80
4353.0,80
16341.0,80
16153.0,80
13354.0,80
1985.0,80
8828.0,80
21661.0,80
677.0,80
5048.0,80
2790.0,80
18631.0,80
21863.0,79
12439.0,79
10455.0,79
22923.0,79
13052.0,79
16142.0,79
14546.0,79
13797.0,79
6279.0,79
12548.0,79
3045.0,79
17827.0,79
18519.0,79
2635.0,79
21520.0,78
21756.0,78
7934.0,78
17960.0,78
12822.0,78
3868.0,78
16637.0,78
12411.0,78
15034.0,78
22560.0,78
17084.0,78
2382.0,78
14770.0,78
16920.0,78
14809.0,78
1756.0,78
14837.0,78
17240.0,78
16262.0,78
17752.0,78
12916.0,78
13053.0,77
1940.0,77
4217.0,77
7757.0,77
4743.0,77
18452.0,77
4538.0,77
8065.0,77
2557.0,77
12788.0,77
4282.0,77
17516.0,77
18425.0,77
6751.0,77
6081.0,77
5142.0,77
3057.0,77
13452.0,77
15502.0,77
6524.0,77
6039.0,76
2048.0,76
14204.0,76
10588.0,76
16822.0,76
6417.0,76
16838.0,76
16617.0,76
16655.0,76
18917.0,76
16844.0,76
3874.0,76
12817.0,76
18445.0,76
22851.0,76
765.0,76
22645.0,76
17563.0,76
1908.0,76
20676.0,76
3237.0,75
12084.0,75
13652.0,75
19562.0,75
22435.0,75
14171.0,75
44437.0,75
17099.0,75
12517.0,75
13459.0,75
14033.0,75
15771.0,75
21557.0,75
44403.0,75
17846.0,75
21648.0,75
14435.0,75
2898.0,75
17731.0,75
12154.0,75
17407.0,74
5770.0,74
20763.0,74
13420.0,74
12594.0,74
21776.0,74
21162.0,74
12068.0,74
12406.0,74
44507.0,74
1984.0,74
17065.0,74
1833.0,74
14024.0,74
11954.0,74
10535.0,74
2748.0,74
6498.0,74
11935.0,74
13335.0,74
21794.0,74
2054.0,74
1257.0,73
43947.0,73
4426.0,73
18066.0,73
10596.0,73
19953.0,73
6259.0,73
13026.0,73
19362.0,73
15329.0,73
1523.0,73
8097.0,73
13343.0,73
10506.0,73
1863.0,73
3835.0,73
11232.0,73
13471.0,73
17764.0,73
13734.0,73
16865.0,73
5832.0,73
7750.0,73
13605.0,73
3598.0,72
17034.0,72
12842.0,72
10453.0,72
17043.0,72
16211.0,72
11096.0,72
15563.0,72
16250.0,72
1773.0,72
14472.0,72
6235.0,72
4474.0,72
5763.0,72
11752.0,72
7064.0,72
15920.0,72
8049.0,72
14143.0,72
14101.0,72
2746.0,71
15076.0,71
14062.0,71
12412.0,71
12836.0,71
5032.0,71
16157.0,71
840.0,71
2747.0,71
6403.0,71
7856.0,71
12433.0,71
5647.0,71
19365.0,71
16668.0,71
21782.0,71
4421.0,71
3220.0,71
7027.0,70
43906.0,70
5055.0,70
1107.0,70
2646.0,70
21545.0,70
4917.0,70
8001.0,70
13685.0,70
2660.0,70
19541.0,70
5158.0,70
830.0,70
10527.0,70
8825.0,70
14202.0,70
16374.0,70
8853.0,70
44484.0,70
4259.0,70
12545.0,69
19551.0,69
1770.0,69
7088.0,69
12531.0,69
12185.0,69
15922.0,69
2562.0,69
17237.0,69
15901.0,69
3447.0,69
12934.0,69
22713.0,69
3862.0,69
14036.0,69
14591.0,69
12156.0,69
21791.0,68
3263.0,68
1827.0,68
13302.0,68
12736.0,68
5030.0,68
10973.0,68
18942.0,68
2630.0,68
4021.0,68
4950.0,68
18465.0,68
14801.0,68
17098.0,68
20611.0,68
1270.0,68
20181.0,68
15056.0,68
1338.0,68
18854.0,67
3042.0,67
5155.0,67
12920.0,67
4989.0,67
12992.0,67
21914.0,67
12989.0,67
13746.0,67
15754.0,67
14469.0,67
4785.0,67
8007.0,67
44441.0,67
44442.0,67
6438.0,67
7848.0,67
18830.0,67
12422.0,67
21635.0,67
2641.0,67
19094.0,67
19507.0,66
4563.0,66
20690.0,66
5046.0,66
12117.0,66
6777.0,66
10921.0,66
6607.0,66
2332.0,66
15824.0,66
15661.0,66
15483.0,66
5408.0,66
23356.0,66
12045.0,66
21161.0,66
3229.0,66
18630.0,66
17967.0,66
662.0,66
3745.0,66
16674.0,66
3882.0,66
21634.0,65
617.0,65
14522.0,65
15853.0,65
22901.0,65
5345.0,65
12981.0,65
13338.0,65
7649.0,65
10993.0,65
4270.0,65
18642.0,64
3443.0,64
43912.0,64
14560.0,64
13665.0,64
16222.0,64
16233.0,64
13036.0,64
8518.0,64
5761.0,64
7416.0,64
13082.0,64
10964.0,64
22503.0,64
5354.0,64
6855.0,64
13334.0,64
13801.0,64
6752.0,64
14617.0,63
1860.0,63
